cycles,top_mean_values,bottom_mean_values,experiment,top_gradient,bottom_gradient,top_mean_values_approximated,bottom_mean_values_approximated,top_approximated_gradient,bottom_approximated_gradient
1,10,10,exp_12,,,-15.697192085944803,-15.865687896537445,,
2,10,10,exp_12,0.0,0.0,-0.5740223401640208,-0.8603774488687534,15.123169745780782,15.005310447668691
3,11,10,exp_12,1.0,0.0,10.575839751923866,10.240723083302811,11.149862092087886,11.101100532171564
4,10,10,exp_12,-1.0,0.0,18.306531290619454,17.97950166814556,7.730691538695588,7.738778584842748
5,10,10,exp_12,0.0,0.0,23.149635021358492,22.87560689559966,4.843103730739038,4.8961052274541
6,10,10,exp_12,0.0,0.0,25.614179334711835,25.426447977377208,2.4645443133533433,2.5508410817775484
7,10,10,exp_12,0.0,0.0,26.186638266385344,26.107194746962165,0.5724589316735091,0.6807467695849567
8,10,10,exp_12,0.0,0.0,25.330931497220078,25.370777659610425,-0.8557067691652662,-0.7364170873517395
9,13,13,exp_12,3.0,3.0,23.488424353192144,23.64788779234975,-1.842507144027934,-1.722889867260676
10,11,11,exp_12,-2.0,-2.0,21.077927805412784,21.346976843979732,-2.41049654777936,-2.300910948370017
11,23,23,exp_12,12.0,12.0,18.49569847012826,18.85425713507199,-2.5822293352845236,-2.4927197089077424
12,10,10,exp_12,-13.0,-13.0,16.115438608720055,16.533701607970002,-2.380259861408206,-2.3205555271019875
13,10,10,exp_12,0.0,0.0,14.288296127704555,14.727043826789085,-1.8271424810154997,-1.8066577811809168
14,10,10,exp_12,0.0,0.0,13.342864578733483,13.753777977416362,-0.9454315489710723,-0.9732658493727229
15,11,11,exp_12,1.0,1.0,13.585183158593438,13.911158867511077,0.24231857985995475,0.15738089009471423
16,10,10,exp_12,-1.0,-1.0,15.298736709206295,15.474201926504307,1.7135535506128576,1.5630430589932303
17,66,65,exp_12,56.0,55.0,18.74445571762884,18.695683205598883,3.445719008422543,3.2214812790945757
18,70,69,exp_12,4.0,4.0,24.160716316053126,23.80613937776964,5.416260598424287,5.110456172170757
19,65,64,exp_12,-5.0,-5.0,31.763340281806492,31.01386773776325,7.6026239657533665,7.2077283599936095
20,66,65,exp_12,1.0,1.0,41.745595037350526,40.504926202098275,9.982254755544034,9.491058464335026
21,76,76,exp_12,10.0,11.0,54.278193650282944,52.44313330906563,12.532598612932418,11.938207106967354
22,76,77,exp_12,0.0,1.0,69.50929483333606,66.97006821872675,15.231101183053113,14.526934909661122
23,76,75,exp_12,0.0,-2.0,87.56450294437745,84.2050707129168,18.055208111041395,17.23500249419004
24,82,83,exp_12,6.0,8.0,108.54686798640948,104.24524119524189,20.98236504203203,20.040170482325095
25,96,94,exp_12,14.0,11.0,132.53688560756967,127.16544069107967,23.99001762116019,22.920199495837778
26,163,152,exp_12,67.0,58.0,159.59249710113096,153.0182908475806,27.055611493561287,25.852850156500935
27,189,178,exp_12,26.0,26.0,189.7490894055016,181.83417393366608,30.156592304370633,28.815883086085478
28,207,195,exp_12,18.0,17.0,223.01949510422395,213.62123284002996,33.27040569872236,31.78705890636388
29,256,242,exp_12,49.0,47.0,259.39399242597636,248.36537107913807,36.374497321752415,34.74413823910811
30,291,274,exp_12,35.0,32.0,298.84030524457177,286.0302527852276,39.4463128185954,37.664881706089545
31,330,311,exp_12,39.0,37.0,341.3036030789588,326.5573027143089,42.46329783438705,40.52704992908127
32,353,334,exp_12,23.0,23.0,386.7065010932201,369.8657062441621,45.40289801426127,43.308403529853194
33,380,363,exp_12,27.0,29.0,434.9490600965751,415.8524093743415,48.24255900335504,45.98670313017942
34,472,455,exp_12,92.0,92.0,485.9087865433767,464.39211872617136,50.9597264468016,48.539709351829856
35,538,516,exp_12,66.0,61.0,539.4406325331134,515.3373015427491,53.53184598973672,50.9451828165777
36,582,558,exp_12,44.0,42.0,595.3769958104091,568.5181856889437,55.93636327729564,53.18088414619467
37,705,676,exp_12,123.0,118.0,653.5277197650237,623.7427596513953,58.15072395461459,55.224573962451586
38,782,751,exp_12,77.0,75.0,713.6800934318492,680.7967725385176,60.1523736668255,57.054012887122326
39,801,766,exp_12,19.0,15.0,775.5988514909153,739.4437340804958,61.918758059066136,58.64696154197816
40,847,807,exp_12,46.0,41.0,839.0261742673869,799.4249146292835,63.427322776471556,59.981180548787734
41,917,871,exp_12,70.0,64.0,903.6816877315632,860.4593451586117,64.65551346417635,61.03443052932812
42,931,883,exp_12,14.0,12.0,969.2624634988756,922.2438172639809,65.58077576731239,61.78447210536922
43,1059,1006,exp_12,128.0,123.0,1035.4430188298986,984.4528831626601,66.18055533102302,62.20906589867923
44,1117,1062,exp_12,58.0,56.0,1101.875316630332,1046.7388556936967,66.43229780043339,62.28597253103658
45,1120,1062,exp_12,3.0,0.0,1168.1887654510194,1108.7318083179057,66.31344882068743,61.99295262420901
