cycles,top_mean_values,bottom_mean_values,experiment,top_gradient,bottom_gradient,top_mean_values_approximated,bottom_mean_values_approximated,top_approximated_gradient,bottom_approximated_gradient
1,4,4,exp_7,,,285.8561814463749,241.00880467882416,,
2,4,4,exp_7,0.0,0.0,175.59011166941428,155.9963052291981,-110.26606977696059,-85.01249944962606
3,4,4,exp_7,0.0,0.0,75.01864955879807,74.81705251266703,-100.57146211061621,-81.17925271653107
4,4,4,exp_7,0.0,0.0,-14.198685541717794,-0.24781852542298566,-89.21733510051587,-75.06487103809002
5,4,4,exp_7,0.0,0.0,-90.57008549747138,-67.11250569793532,-76.37139995575359,-66.86468717251233
6,4,4,exp_7,0.0,0.0,-152.77145338289495,-123.88653957594283,-62.201367885423565,-56.774033878007515
7,4,4,exp_7,0.0,0.0,-199.64640348151454,-168.87478348872838,-46.87495009861959,-44.98824391278555
8,4,4,exp_7,0.0,0.0,-230.20626128595086,-200.57743352378372,-30.55985780443632,-31.702650035055342
9,4,4,exp_7,0.0,0.0,-243.63006349791794,-217.69001852681083,-13.423802211967086,-17.112585003027107
10,4,4,exp_7,0.0,0.0,-239.26455802822454,-219.1034001017208,4.365505469693403,-1.4133815749099767
11,5,5,exp_7,1.0,1.0,-216.6242039967733,-203.90377261063452,22.64035403145124,15.19962749108629
12,4,4,exp_7,-1.0,-1.0,-175.3911717325608,-171.37266317388253,41.23303226421251,32.53110943675199
13,5,5,exp_7,1.0,1.0,-115.41534277367771,-120.98693167000465,59.975828958883085,50.38573150387788
14,5,5,exp_7,0.0,0.0,-36.71430986730854,-52.41877073575063,78.70103290636916,68.56816093425402
15,5,5,exp_7,0.0,0.0,60.52662303026693,34.46429423392067,97.24093289757548,86.8830649696713
16,5,5,exp_7,0.0,0.0,175.9544407536763,139.59940508584043,115.42781772340936,105.13511085191976
17,5,5,exp_7,0.0,0.0,309.04841692845264,262.7283709086304,133.09397617477634,123.12896582278995
18,6,6,exp_7,1.0,1.0,459.1201139710337,403.3976680327024,150.07169704258104,140.66929712407205
19,438,411,exp_7,432.0,405.0,625.3133830887658,560.9584400302591,166.19326911773214,157.56077199755669
20,370,349,exp_7,-68.0,-62.0,806.6043642798985,734.5664977152948,181.2909811911327,173.60805768503565
21,479,438,exp_7,109.0,89.0,1001.8014863335887,923.1823191435905,195.19712205369024,188.6158214282957
22,789,755,exp_7,310.0,317.0,1209.545466829899,1125.5710496127222,207.7439804963102,202.3887304691317
23,1094,989,exp_7,305.0,234.0,1428.309312139797,1340.3025016620536,218.763845309898,214.73145204933144
24,1282,1207,exp_7,188.0,218.0,1656.398317425159,1565.7511550727386,228.08900528536196,225.44865341068498
25,1796,1690,exp_7,514.0,483.0,1891.950066638762,1800.0961568677226,235.55174921360322,234.345001794984
26,2221,2059,exp_7,425.0,369.0,2132.9344325242955,2041.321321311742,240.9843658855334,241.22516444401936
27,2530,2314,exp_7,309.0,255.0,2377.153576616351,2287.215129911323,244.21914409205556,245.893808599581
28,3182,2881,exp_7,652.0,567.0,2622.2419492404247,2535.3707314147814,245.0883726240736,248.15560150345846
29,3230,2993,exp_7,48.0,112.0,2865.6662895129207,2783.1859418122244,243.424340272496,247.81521039744302
30,4095,4095,exp_7,865.0,1102.0,3104.725625341151,3027.863244335546,239.05933582823036,244.6773025233215
31,4095,4095,exp_7,0.0,0.0,3336.551273423331,3266.40978945844,231.82564808218012,238.54654512289426
32,4095,4095,exp_7,0.0,0.0,3558.106839248579,3495.63739489638,221.55556582524787,229.22760543793993
33,4095,4095,exp_7,0.0,0.0,3766.188217096927,3712.1625456066367,208.08137784834798,216.52515071025664
34,4095,4095,exp_7,0.0,0.0,3957.423590039304,3912.406393788268,191.23537294237713,200.24384818163117
35,4095,4095,exp_7,0.0,0.0,4128.273429937555,4092.594758882123,170.84983989825105,180.18836509385528
36,4095,4095,exp_7,0.0,0.0,4275.030497444418,4248.758127570842,146.75706750686277,156.1633686887185
37,4095,4095,exp_7,0.0,0.0,4393.8198420035515,4376.731653778856,118.7893445591335,127.97352620801394
38,4095,4095,exp_7,0.0,0.0,4480.598801849509,4472.155158672385,86.77895984595762,95.42350489352975
39,4095,4095,exp_7,0.0,0.0,4531.157004007755,4530.473130659443,50.55820215824588,58.31797198705772
40,4095,4095,exp_7,0.0,0.0,4541.116364294655,4546.934725389829,9.959360286899937,16.461594730385514
41,4095,4095,exp_7,0.0,0.0,4505.931087317491,4516.593765755131,-35.185276977163994,-30.340959634697356
42,4095,4095,exp_7,0.0,0.0,4420.8876664744375,4434.308741888737,-85.04342084305335,-82.28502386639411
43,4095,4095,exp_7,0.0,0.0,4281.104883954582,4294.742811165816,-139.78278251985557,-139.5659307229207
44,4095,4095,exp_7,0.0,0.0,4081.5338107379202,4092.3637982033383,-199.57107321666172,-202.3790129624781
45,4095,4095,exp_7,0.0,0.0,3816.957806595343,3821.4441948600547,-264.5760041425774,-270.9196033432836
46,4095,4095,exp_7,0.0,0.0,3481.9925200886637,3476.061160236499,-334.96528650667915,-345.3830346235559
