cycles,top_mean_values,bottom_mean_values,experiment,top_gradient,bottom_gradient,top_mean_values_approximated,bottom_mean_values_approximated,top_approximated_gradient,bottom_approximated_gradient
1,57,56,exp_4,,,88.83390782002363,100.82760300753084,,
2,40,40,exp_4,-17.0,-16.0,59.10714813316301,62.895560872836256,-29.726759686860618,-37.93204213469458
3,38,38,exp_4,-2.0,-2.0,36.792965096055255,34.71113113163133,-22.314183037107753,-28.184429741204923
4,35,36,exp_4,-3.0,-2.0,21.027664961141753,15.117666773674785,-15.765300134913502,-19.59346435795655
5,33,33,exp_4,-2.0,-3.0,10.989681376463196,3.0159327007584977,-10.037983584678557,-12.101734072916287
6,33,34,exp_4,0.0,1.0,5.899575385659546,-2.6358942732925073,-5.09010599080365,-5.651826974051005
7,32,32,exp_4,-1.0,-2.0,5.020035427969901,-2.822225422620079,-0.8795399576896443,-0.18633114932757167
8,32,32,exp_4,0.0,0.0,7.655877338232671,1.5299398906671513,2.6358419102627693,4.35216531328723
9,32,32,exp_4,0.0,0.0,13.15404434688557,9.551014216493684,5.498167008652899,8.021074325826532
10,31,31,exp_4,-1.0,-1.0,20.90360707996544,20.428822016817207,7.74956273307987,10.877807800323524
11,32,33,exp_4,1.0,2.0,30.33576355910853,33.408599665628515,9.432156479143089,12.979777648811307
12,33,35,exp_4,1.0,2.0,40.92383920155018,47.79299544895167,10.588075642441652,14.384395783323157
13,35,37,exp_4,2.0,2.0,52.183286820125005,62.94206956484351,11.259447618574825,15.149074115891835
14,38,43,exp_4,3.0,6.0,63.67168662326688,78.27329412339458,11.488399803141874,15.331224558551071
15,43,51,exp_4,5.0,8.0,74.98874621500889,93.2615531467282,11.317059591742009,14.988259023333626
16,50,61,exp_4,7.0,10.0,85.77630059498372,107.43914256900126,10.787554379974836,14.177589422273059
17,59,74,exp_4,9.0,13.0,95.7183121584226,120.39577023640328,9.942011563438882,12.956627667402017
18,70,89,exp_4,11.0,15.0,104.54087069615687,131.77855590715689,8.822558537734267,11.382785670753606
19,84,108,exp_4,14.0,19.0,112.01219339461628,141.29203125151884,7.471322698459403,9.51347534436195
20,94,120,exp_4,10.0,12.0,117.94262483583023,148.69813985177774,5.930431441213955,7.406108600258904
21,91,136,exp_4,-3.0,16.0,122.18463699742725,153.81623720225656,4.242012161597017,5.11809735047882
22,128,168,exp_4,37.0,32.0,124.6328292526355,156.52309070931045,2.448192255208255,2.706853507053893
23,154,195,exp_4,26.0,27.0,125.22392837028193,156.75287969132768,0.5910991176464222,0.22978898201722586
24,179,222,exp_4,25.0,27.0,123.93678851479322,154.49719537873165,-1.2871398554887037,-2.2556843125960313
25,202,249,exp_4,23.0,27.0,120.79239124619394,149.80504091397546,-3.1443972685992776,-4.692154464756186
26,226,276,exp_4,24.0,27.0,115.85384552011047,142.78283135154874,-4.9385457260834755,-7.022209562426724
27,250,302,exp_4,24.0,26.0,109.22638768776565,133.5943936579726,-6.627457832344817,-9.188437693576134
28,54,47,exp_4,-196.0,-255.0,101.0573814959836,122.46096671179993,-8.169006191782046,-11.133426946172676
29,63,71,exp_4,9.0,24.0,91.53631808718583,109.66120130361986,-9.521063408797772,-12.799765408180065
30,15,15,exp_4,-48.0,-56.0,80.89481599939555,95.5311601360533,-10.641502087790286,-14.13004116756656
31,13,13,exp_4,-2.0,-2.0,69.40662116623358,80.46431782375515,-11.48819483316197,-15.06684231229815
32,17,16,exp_4,4.0,3.0,57.38760691691928,64.91156089340978,-12.019014249314296,-15.552756930345367
33,13,13,exp_4,-4.0,-3.0,45.195773976273045,49.38118778374013,-12.191832940646236,-15.530373109669654
34,15,15,exp_4,2.0,2.0,33.23125046471287,34.43890884549745,-11.964523511560174,-14.94227893824268
35,12,12,exp_4,-3.0,-3.0,21.93629189825961,20.707846341469747,-11.29495856645326,-13.731062504027705
36,25,25,exp_4,13.0,13.0,11.79528118852673,8.868534446475849,-10.141010709732882,-11.839311894993898
37,12,12,exp_4,-13.0,-13.0,3.3347286427303118,-0.3410807526291251,-8.460552545796418,-9.209615199104974
38,14,14,exp_4,2.0,2.0,-2.876728036307753,-6.125641256962638,-6.211456679038065,-5.784560504333513
39,12,12,exp_4,-2.0,-2.0,-6.228323750179328,-7.63237715560382,-3.351595713871575,-1.5067358986411818
